participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.treatment,session.config.real_world_currency_per_point,consent_start2_copy.1.player.id_in_group,consent_start2_copy.1.player.payoff,consent_start2_copy.1.group.id_in_subsession,consent_start2_copy.1.subsession.round_number,ultimatum_windfall_vignette.1.player.id_in_group,ultimatum_windfall_vignette.1.player.valid_code,ultimatum_windfall_vignette.1.player.payoff,ultimatum_windfall_vignette.1.group.id_in_subsession,ultimatum_windfall_vignette.1.group.amount_offered,ultimatum_windfall_vignette.1.group.offer_accepted,ultimatum_windfall_vignette.1.subsession.round_number,consent_start.1.player.id_in_group,consent_start.1.player.payoff,consent_start.1.group.id_in_subsession,consent_start.1.subsession.round_number,ultimatum_t1.1.player.id_in_group,ultimatum_t1.1.player.valid_code,ultimatum_t1.1.player.payoff,ultimatum_t1.1.group.id_in_subsession,ultimatum_t1.1.group.amount_offered,ultimatum_t1.1.group.offer_accepted,ultimatum_t1.1.subsession.round_number
109,ugpohdcs,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,109,0.00,1,1,109,,0.00,1,,,1,,,,,,,,,,,
110,1mfmrtjp,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,110,0.00,1,1,110,,0.00,1,,,1,,,,,,,,,,,
111,nafheaz8,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,111,0.00,1,1,111,,0.00,1,,,1,,,,,,,,,,,
112,3sckp8bf,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,112,0.00,1,1,112,,0.00,1,,,1,,,,,,,,,,,
113,qy08ffgg,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,113,0.00,1,1,113,,0.00,1,,,1,,,,,,,,,,,
114,j4aqgvgi,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,114,0.00,1,1,114,,0.00,1,,,1,,,,,,,,,,,
115,pr9l8tr5,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,115,0.00,1,1,115,,0.00,1,,,1,,,,,,,,,,,
116,r1ise929,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,116,0.00,1,1,116,,0.00,1,,,1,,,,,,,,,,,
117,1osr3rct,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,117,0.00,1,1,117,,0.00,1,,,1,,,,,,,,,,,
118,tvl4wnho,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,118,0.00,1,1,118,,0.00,1,,,1,,,,,,,,,,,
119,hjoazksx,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,119,0.00,1,1,119,,0.00,1,,,1,,,,,,,,,,,
120,0yzke9az,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,120,0.00,1,1,120,,0.00,1,,,1,,,,,,,,,,,
1,i59tjyi3,,0,10,9,ultimatum_t1,1,Validation,10.141.27.204,2017-08-18 13:17:01.870692+00:00,0,1,A3SGNSLG6DNY7B,3QXNC7EIPJAVSNFF8TC9AWM4MYR904,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,1,0.00,1,1,1,3221302,0.50,2,0.50,1,1
2,0ba91h01,,0,10,9,ultimatum_t1,1,Validation,10.63.211.204,2017-08-18 13:17:02.454920+00:00,0,1,A333BXH5ATXBHC,3PJ71Z61R5HVZC0X4CG9O15ERQX917,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,2,0.00,1,1,1,8881817,0.00,8,0.50,0,1
3,mk1gwwo5,,0,10,9,ultimatum_t1,1,Validation,10.97.160.245,2017-08-18 13:17:25.275578+00:00,0,1,A33P1MWZTFI8RL,31IBVUNM9TEKMY78EC0Q5LY5JSZVFA,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,3,0.00,1,1,2,4921661,0.50,4,0.50,1,1
4,dnzg59rl,,0,8,9,ultimatum_t1,1,Results,10.65.88.66,2017-08-18 13:17:27.641594+00:00,0,1,A3HBMPB74FWI1,320DUZ38G81H933987SPKINNPKSGJ9,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,4,0.00,1,1,1,,0.00,41,0.00,0,1
5,kgsr7arb,,0,8,9,ultimatum_t1,1,Results,10.69.198.55,2017-08-18 13:17:30.166737+00:00,0,1,AFEMLCPEI61G8,32M8BPYGAU1LESJ3QP7P8H8NC53GIX,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,5,0.00,1,1,2,,0.00,40,0.51,0,1
6,imeohqud,,0,10,9,ultimatum_t1,1,Validation,10.141.27.204,2017-08-18 13:17:37.001656+00:00,0,1,A1QYORNO0GY308,3UN61F00HX40RUX2ZGI7ICIP9S8R5U,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,6,0.00,1,1,2,116,0.50,2,0.50,1,1
7,rn8ypyh3,,0,10,9,ultimatum_t1,1,Validation,10.63.100.174,2017-08-18 13:17:37.682571+00:00,0,1,A18C0TQW0XML8L,39RP059MEI8BJU1JVID3ZZO7D1VBMR,0.55,$0.80,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,7,0.00,1,1,1,6289622,0.55,3,0.45,1,1
8,7quu8cc6,,0,10,9,ultimatum_t1,1,Validation,10.234.217.130,2017-08-18 13:18:00.405522+00:00,0,1,A3BL2ZEODD79AZ,3R6P78PK7LQBN6ZEK16TMOAWNMJGTE,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,8,0.00,1,1,1,7791259,0.00,5,0.00,0,1
9,2u9zc7fr,,0,10,9,ultimatum_t1,1,Validation,10.152.233.4,2017-08-18 13:18:12.054056+00:00,0,1,A2LAKROAU2MVEN,3ZWFC4W1UVMSTRQR5SVG4O92YMMRFD,0.45,$0.70,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,9,0.00,1,1,2,7049925,0.45,3,0.45,1,1
10,p9h5ljqy,,0,8,9,ultimatum_t1,1,Results,10.146.95.78,2017-08-18 13:18:16.405775+00:00,0,1,A1H4GJFI4NJWKV,3R5F3LQFV3ZV1VPBEC8JDLKFZ4WOZP,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,10,0.00,1,1,2,,0.00,41,0.00,0,1
11,r81j0jow,,0,10,9,ultimatum_t1,1,Validation,10.236.12.50,2017-08-18 13:19:03.271523+00:00,0,1,A1FO1SROGRL5RH,3TMFV4NEP9TOM8XQW8ZGHV0X3XOW84,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,11,0.00,1,1,1,,0.50,4,0.50,1,1
12,a0lbrnkn,,0,8,9,ultimatum_t1,1,Results,10.41.215.197,2017-08-18 13:20:18.923695+00:00,0,1,A36OLZLW29173F,33FBRBDW6PEF8ARLFHZF51TUBH7C8C,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,12,0.00,1,1,2,,0.00,5,0.00,0,1
13,ocapgzns,,0,10,9,ultimatum_t1,1,Validation,10.63.100.174,2017-08-18 13:21:37.872073+00:00,0,1,A1B65EVDS55AME,3AAPLD8UCDWPN2UP47OB7OMX2MXHTF,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,13,0.00,1,1,1,1320320,0.00,7,0.50,0,1
14,vt27m7os,,0,10,9,ultimatum_t1,1,Validation,10.13.194.229,2017-08-18 13:22:22.588477+00:00,0,1,A2UMPV8X9EJTHQ,3OWEPKL08ARUZ0JTU2GN7CRBZ1F7N2,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,14,0.00,1,1,1,5672494,0.50,9,0.50,1,1
15,wrkeingn,,0,10,9,ultimatum_t1,1,Validation,10.93.232.18,2017-08-18 13:22:52.252655+00:00,0,1,A1G8OXXDK6QIXV,37M28K1J0RSGZCQ6M70FOWCKRPGAJS,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,15,0.00,1,1,2,1,0.50,6,0.50,1,1
16,oax0rve2,,0,10,9,ultimatum_t1,1,Validation,10.33.230.36,2017-08-18 13:22:52.935458+00:00,0,1,A3V6A0TCMCC2UU,3GNCZX450J2CLNT4HK5ZLSYW0OMAPS,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,16,0.00,1,1,1,,0.50,6,0.50,1,1
17,7tw4vmj7,,0,8,9,ultimatum_t1,1,Results,10.179.55.98,2017-08-18 13:23:16.305375+00:00,0,1,AH4SMMFHDHK1L,3NC5L260MP1PWEYBD0ECAT4XNZ3FOT,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,17,0.00,1,1,2,,0.00,7,0.50,0,1
18,88daicl5,,0,10,9,ultimatum_t1,1,Validation,10.71.208.240,2017-08-18 13:24:10.830763+00:00,0,1,A3PUS6DS64BDGI,34FNN24DCNO9OV9ODBA1Q8BMCFO5YB,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,18,0.00,1,1,2,1115698,0.50,9,0.50,1,1
19,e1icffqa,,0,8,9,ultimatum_t1,1,Results,10.179.16.238,2017-08-18 13:24:18.661921+00:00,0,1,A2UEDZOQ2060Y3,3IXQG4FA2UDWCAIP699YUDIND2PB9T,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,19,0.00,1,1,2,,0.00,8,0.50,0,1
20,2e6a9cp7,,0,10,9,ultimatum_t1,1,Validation,10.63.231.107,2017-08-18 13:25:01.620497+00:00,0,1,A271V19C06841K,3GU1KF0O4JGH4XYWNY5VG3I2I67BPO,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,20,0.00,1,1,2,1138799,0.50,13,0.50,1,1
21,hp3bv9ir,,0,10,9,ultimatum_t1,1,Validation,10.142.142.206,2017-08-18 13:26:34.920253+00:00,0,1,A10REK3XHCU8HT,3ZV9H2YQQEM2LBRKKR4KQESMNBXW3D,0.90,$1.15,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,21,0.00,1,1,2,8138080,0.90,19,0.90,1,1
22,i6xz3z4f,,0,8,9,ultimatum_t1,1,Results,10.81.172.78,2017-08-18 13:26:57.359963+00:00,0,1,ACUGI2RCPVS32,3BDCF01OGY9NQKC95YQ87X7JY5OYLS,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,22,0.00,1,1,1,,0.00,44,0.00,0,1
23,01ley98y,,0,10,9,ultimatum_t1,1,Validation,10.69.198.55,2017-08-18 13:28:13.033651+00:00,0,1,A11T7A917PMNSX,3W8CV64QJ3E63NLB61JUGOLL8FV9H8,0.90,$1.15,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,23,0.00,1,1,1,7594786,0.90,10,0.10,1,1
24,hibe2tzg,,0,10,9,ultimatum_t1,1,Validation,10.145.25.250,2017-08-18 13:29:53.466113+00:00,0,1,A1MQ9B05ZMM4YI,30H4UDGLT3XDNO2TENV4UJTWU5BPMR,0.10,$0.35,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,24,0.00,1,1,2,5703942,0.10,10,0.10,1,1
25,vi6rfegv,,0,10,9,ultimatum_t1,1,Validation,10.13.226.198,2017-08-18 13:31:37.893089+00:00,0,1,A3HOU7C1FRGTXI,3Q8GYXHFEQHWLS8JHJSCTHJ39R7C5B,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,25,0.00,1,1,1,9796393,0.50,11,0.50,1,1
26,sh4rk561,,0,10,9,ultimatum_t1,1,Validation,10.93.229.188,2017-08-18 13:31:45.753755+00:00,0,1,AE646CIHBMUMX,3HUTX6F6VV25VKMZP5Z5QAA8EVZ2OX,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,26,0.00,1,1,2,6776697,0.50,11,0.50,1,1
27,9sr8bl84,,0,10,9,ultimatum_t1,1,Validation,10.31.48.247,2017-08-18 13:32:05.138888+00:00,0,1,A2U8QOJRKUCTWG,3PWWM24LHTD2ASZJIOA9TOK8ZQV820,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,27,0.00,1,1,2,9322309,0.50,18,0.50,1,1
28,iaazzp6h,,0,10,9,ultimatum_t1,1,Validation,10.152.233.4,2017-08-18 13:35:12.516325+00:00,0,1,A1U9S8YI7CKIR4,3I3WADAZ9RJXUH5M7O13OHDKY5Q5O1,0.90,$1.15,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,28,0.00,1,1,1,2291648,0.90,29,0.10,1,1
29,moxm46dq,,0,10,9,ultimatum_t1,1,Validation,10.16.187.240,2017-08-18 13:35:34.261152+00:00,0,1,A4HNS81WU3KY1,37ZHEEHM6X1NVWQJCJW8YYT5UKP37J,0.65,$0.90,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,29,0.00,1,1,1,8142566,0.65,12,0.35,1,1
30,4txujk94,,0,10,9,ultimatum_t1,1,Validation,10.109.135.32,2017-08-18 13:37:09.225884+00:00,0,1,AD21ES5UMD77U,3SEPORI8WOE6ZRVA4T31CQ0AANUAZE,0.35,$0.60,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,30,0.00,1,1,2,7286416,0.35,12,0.35,1,1
31,8mkb8li3,,0,10,9,ultimatum_t1,1,Validation,10.63.30.96,2017-08-18 13:37:29.264122+00:00,0,1,A2SU01M6IZ0ZHH,3WQ3B2KGE9VEN5FU2WU5F704FQ2B1L,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,31,0.00,1,1,1,7462749,0.50,13,0.50,1,1
32,fduai3e8,,0,10,9,ultimatum_t1,1,Validation,10.7.198.126,2017-08-18 13:38:56.403283+00:00,0,1,A1WCRV1WEWA63I,3NVC2EB65RE6AGMKZSM8BBD2YJXY3E,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,32,0.00,1,1,1,8379932,0.50,26,0.50,1,1
33,eeyt2s5p,,0,8,9,ultimatum_t1,1,Results,10.69.205.24,2017-08-18 13:39:55.362085+00:00,0,1,A2WQKPQT9DHBJK,3TPWUS5F8AGQYBN3DKFLJHWGTOBCWS,1.00,$1.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,33,0.00,1,1,1,,1.00,14,0.00,1,1
34,uogm6l7p,,0,9,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 13:40:09.574973+00:00,0,1,A17VXAMGTXV1FL,3ZOTGHDK5JQY0J3XJKEBHSNCCPXSOP,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,34,0.00,1,1,2,,0.00,14,0.00,1,1
35,8rv6imdy,,0,8,9,ultimatum_t1,1,Results,10.143.28.92,2017-08-18 13:41:05.164290+00:00,0,1,A2N8SNKVU4M1MB,39JEC7537VGDJMNYNAAPXFD2MF8VC0,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,35,0.00,1,1,1,,0.00,15,0.00,0,1
36,eihz7icb,,0,10,9,ultimatum_t1,1,Validation,10.234.217.130,2017-08-18 13:41:06.186058+00:00,0,1,ARJ8XLYXTWNE,33NF62TLXKHMBPZSYYD4IAFGW1BKJI,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,36,0.00,1,1,2,1970898,0.00,15,0.00,0,1
37,ktlr5n9u,,0,10,9,ultimatum_t1,1,Validation,10.180.71.118,2017-08-18 13:44:10.206213+00:00,0,1,A24Z9RP5YZZ2TY,3FFJ6VRIL23O3O8ICNIMNPL75OGI0Y,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,37,0.00,1,1,2,421699,0.50,16,0.50,1,1
38,jsqyfg9o,,0,10,9,ultimatum_t1,1,Validation,10.79.219.198,2017-08-18 13:44:42.465934+00:00,0,1,A33921T4I2XIRS,3TS1AR6UQRTIB86CWEXAZ7I2XAUF74,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,38,0.00,1,1,1,2928355,0.50,16,0.50,1,1
39,8xs1moa6,,0,10,9,ultimatum_t1,1,Validation,10.109.163.176,2017-08-18 13:46:30.582165+00:00,0,1,AKA9XW7UANMPJ,323Q6SJS8JVF4XCO9NJMQK7WBDQFH6,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,39,0.00,1,1,1,3208862,0.50,18,0.50,1,1
40,v0xufyz6,,0,10,9,ultimatum_t1,1,Validation,10.171.119.12,2017-08-18 13:46:35.866039+00:00,0,1,A2SC0KSFXNW5IR,3QAVNHZ3ENJMU2E6PSCS4BPCVEMLA6,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,40,0.00,1,1,1,,0.50,17,0.50,1,1
41,44nkomw3,,0,10,9,ultimatum_t1,1,Validation,10.236.23.161,2017-08-18 13:46:37.243265+00:00,0,1,A126BDE73YE05F,3OVR4I9USQYIJAE28WAX8U26DADQ4P,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,41,0.00,1,1,2,685334,0.50,17,0.50,1,1
42,uuckp8m3,,0,10,9,ultimatum_t1,1,Validation,10.99.212.2,2017-08-18 13:47:56.423123+00:00,0,1,A26XN1TM6CV01T,3II4UPYCOKMVJ6XV17BQBYWCQN6DQP,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,42,0.00,1,1,2,5932763,0.50,24,0.50,1,1
43,3t0d3t8y,,0,8,9,ultimatum_t1,1,Results,10.71.207.7,2017-08-18 13:49:36.202247+00:00,0,1,AJFJ6VXZJKSXD,3TK8OJTYM20WDBW2SFWVHFC9LYOVPF,0.10,$0.35,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,43,0.00,1,1,1,,0.10,19,0.90,1,1
44,knvgknki,,0,8,9,ultimatum_t1,1,Results,10.155.8.85,2017-08-18 13:49:54.865285+00:00,0,1,A2WLGVXAVT2XTR,3YMTUJH0DTVVBQ6UP04SDZDTXHCT46,0.00,$0.25,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,44,0.00,1,1,1,,0.00,45,0.00,0,1
45,2tr822h3,,0,10,9,ultimatum_t1,1,Validation,10.30.39.212,2017-08-18 13:50:27.372824+00:00,0,1,ACKPIJEXGOL72,3OSWBBLG1FCFS3Y7NL6I56S5NQTDXM,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,45,0.00,1,1,2,1080644,0.50,20,0.50,1,1
46,vos7dp5i,,0,10,9,ultimatum_t1,1,Validation,10.61.164.249,2017-08-18 13:51:16.956708+00:00,0,1,A1GWM8H8W65VYM,34J10VATJGDCRHDHTLC12VCPISEIQW,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,46,0.00,1,1,1,3838999,0.50,20,0.50,1,1
47,33mi0hlv,,0,10,9,ultimatum_t1,1,Validation,10.186.81.42,2017-08-18 13:52:14.206913+00:00,0,1,A1RDQFNF6LD25Z,3JCG6DTRV45P8F106THABX3B92VQQ7,0.50,$0.75,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,47,0.00,1,1,1,2674806,0.50,21,0.50,1,1
